age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income
39, Private,359534, HS-grad,9, Never-married, Transport-moving, Not-in-family, White, Male,8089,0,39, United-States, >50K
33, Private,118004, Some-college,9, Married-AF-spouse, Sales, Unmarried, White, Female,12,0,40, United-States, >50K
43, Private,74549, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,13,1873,41, Cuba, >50K
27, Private,162302, Masters,14, Divorced, Prof-specialty, Not-in-family, White, Male,38,0,40, Cuba, <=50K
42, Private,99758, Bachelors,12, Married-civ-spouse, Sales, Husband, White, Male,41,1,46, United-States, >50K
32, Private,164572, Prof-school,4, Married-civ-spouse, Machine-op-inspct, Husband, Amer-Indian-Eskimo, Male,1,0,39, United-States, <=50K
67, Federal-gov,52563, HS-grad,8, Married-civ-spouse, Adm-clerical, Husband, Black, Male,20,0,24, United-States, >50K
35, Private,172210, Some-college,10, Married-civ-spouse, Sales, Wife, White, Female,-8,0,51, United-States, >50K
52, Local-gov,163170, Prof-school,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,30,0,39, United-States, >50K
46, Private,136912, HS-grad,8, Divorced, Machine-op-inspct, Not-in-family, Black, Female,12,0,54, United-States, <=50K
19, Private,239235, Some-college,9, Never-married, Other-service, Own-child, White, Male,-18,0,19, United-States, <=50K
29, Private,177407, Masters,11, Married-civ-spouse, Exec-managerial, Husband, White, Male,25,0,40, United-States, >50K
54, Private,131569, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,30,0,39, United-States, >50K
26, Private,324591, HS-grad,9, Married-civ-spouse, Adm-clerical, Wife, White, Female,30,-1,40, United-States, <=50K
51, Private,95807, HS-grad,8, Married-civ-spouse, Machine-op-inspct, Husband, Other, Male,4,0,49, Dominican-Republic, <=50K
61, Private,85480, Bachelors,12, Married-civ-spouse, Sales, Husband, White, Male,28,2090,49, United-States, >50K
43, Private,104273, Some-college,10, Married-civ-spouse, Adm-clerical, Wife, White, Female,16,0,45, United-States, >50K
25, Private,169351, HS-grad,8, Never-married, ?, Own-child, White, Male,-3,0,19, United-States, <=50K
44, Private,268522, Bachelors,13, Married-spouse-absent, Adm-clerical, Unmarried, White, Female,3,0,39, United-States, <=50K
27, Private,246487, HS-grad,9, Never-married, Sales, Own-child, Black, Female,9,0,39, United-States, <=50K
34, Private,34858, HS-grad,8, Divorced, Exec-managerial, Unmarried, White, Female,11,0,39, United-States, <=50K
19, Private,344420, 11th,6, Never-married, Other-service, Own-child, White, Male,0,0,31, United-States, <=50K
42, Private,306675, HS-grad,9, Divorced, Sales, Unmarried, White, Female,-8,-1,50, United-States, <=50K
17, Private,163336, 12th,8, Never-married, Adm-clerical, Not-in-family, White, Male,7,0,49, United-States, <=50K
41, Private,78486, Assoc-acdm,11, Married-civ-spouse, Machine-op-inspct, Wife, White, Female,29,1,39, United-States, >50K
36, Private,218722, Some-college,10, Married-civ-spouse, Adm-clerical, Wife, Black, Female,16,0,40, ?, >50K
31, Private,292522, Assoc-acdm,11, Married-civ-spouse, Prof-specialty, Husband, White, Male,16,0,51, United-States, <=50K
60, Local-gov,257995, HS-grad,8, Widowed, Adm-clerical, Not-in-family, White, Female,28,0,7, ?, <=50K
31, State-gov,129538, Masters,14, Never-married, Exec-managerial, Not-in-family, White, Male,-1,0,48, United-States, <=50K
16, Private,200645, 11th,7, Never-married, Adm-clerical, Not-in-family, White, Male,9,0,19, United-States, <=50K
18, ?,273925, 12th,7, Never-married, ?, Own-child, White, Female,26,-1,40, United-States, <=50K
28, Private,31721, 11th,7, Never-married, Handlers-cleaners, Unmarried, White, Male,-6,0,39, United-States, <=50K
51, Private,176355, 5th-6th,2, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,39, France, <=50K
49, Local-gov,184486, Doctorate,16, Divorced, Prof-specialty, Not-in-family, White, Male,54,0,34, United-States, >50K
16, Private,283175, 11th,6, Never-married, Sales, Own-child, White, Male,20,0,39, United-States, <=50K
44, Private,100866, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,15375,1859,49, United-States, >50K
29, Private,228897, Some-college,10, Never-married, Sales, Not-in-family, White, Male,2,0,58, United-States, <=50K
23, Private,84065, HS-grad,9, Never-married, Adm-clerical, Own-child, White, Male,32,-1,40, United-States, <=50K
32, State-gov,87112, Bachelors,13, Never-married, Prof-specialty, Wife, Asian-Pac-Islander, Female,25,-1,40, ?, <=50K
25, Private,210928, HS-grad,8, Never-married, Handlers-cleaners, Not-in-family, Amer-Indian-Eskimo, Female,9,0,39, ?, <=50K
26, Private,154667, 12th,8, Never-married, Other-service, Not-in-family, White, Male,3726,0,39, United-States, <=50K
27, Private,220831, Masters,14, Married-civ-spouse, Exec-managerial, Husband, White, Male,17,0,49, United-States, <=50K
38, Private,187662, HS-grad,9, Never-married, Other-service, Not-in-family, White, Male,15,0,39, United-States, <=50K
42, Private,371267, Some-college,10, Married-AF-spouse, Sales, Own-child, White, Male,15,0,39, United-States, <=50K
28, Private,129827, HS-grad,8, Never-married, Prof-specialty, Not-in-family, White, Male,55,0,33, United-States, <=50K
33, Federal-gov,181446, Bachelors,13, Never-married, Prof-specialty, Not-in-family, White, Male,56,0,39, United-States, <=50K
22, Private,131075, Some-college,10, Never-married, Adm-clerical, Own-child, Black, Male,28,0,39, United-States, <=50K
35, Private,137285, HS-grad,8, Never-married, Other-service, Not-in-family, White, Male,32,0,25, Germany, <=50K
36, Private,215054, Masters,15, Married-civ-spouse, Exec-managerial, Husband, White, Male,-7,0,49, United-States, <=50K
46, Private,173674, Assoc-acdm,12, Married-civ-spouse, Adm-clerical, Wife, Black, Female,13,-1,39, United-States, <=50K
26, Private,430967, HS-grad,8, Never-married, Other-service, Unmarried, White, Female,17,0,34, United-States, <=50K
45, Private,142473, 10th,7, Divorced, Handlers-cleaners, Unmarried, White, Male,3,0,39, United-States, <=50K
52, Private,91201, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,-11,0,40, United-States, <=50K
32, Self-emp-not-inc,42102, 7th-8th,4, Married-civ-spouse, Farming-fishing, Husband, Amer-Indian-Eskimo, Male,-4,0,39, Trinadad&Tobago, <=50K
39, Federal-gov,38810, Bachelors,13, Never-married, Prof-specialty, Not-in-family, White, Male,10,0,45, United-States, <=50K
49, Local-gov,143586, HS-grad,8, Married-spouse-absent, Handlers-cleaners, Not-in-family, White, Female,17,0,39, Nicaragua, <=50K
19, Private,461854, HS-grad,9, Never-married, Machine-op-inspct, Own-child, Black, Male,-19,0,40, United-States, <=50K
41, Private,360089, Assoc-acdm,11, Married-civ-spouse, Prof-specialty, Husband, White, Male,-2,0,49, United-States, <=50K
51, Private,187329, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,14,0,51, United-States, <=50K
27, Private,330414, 5th-6th,2, Never-married, Prof-specialty, Not-in-family, White, Male,14,0,3, Mexico, <=50K
50, Private,106298, Masters,13, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,13,0,39, United-States, <=50K
47, Federal-gov,255213, HS-grad,9, Never-married, Craft-repair, Not-in-family, Black, Female,12,0,19, United-States, <=50K
45, Private,289050, Bachelors,13, Married-civ-spouse, Adm-clerical, Husband, Black, Male,17,0,39, United-States, >50K
41, Self-emp-inc,66588, Bachelors,12, Married-civ-spouse, Sales, Husband, White, Male,-5,1788,56, United-States, >50K
88, Local-gov,133867, 12th,7, Married-civ-spouse, Other-service, Husband, Black, Male,-9,0,39, Ecuador, <=50K
37, Private,26209, HS-grad,9, Divorced, Craft-repair, Not-in-family, White, Male,39,0,49, United-States, >50K
26, State-gov,281359, Bachelors,13, Married-spouse-absent, Adm-clerical, Unmarried, White, Female,20,0,39, United-States, <=50K
43, Local-gov,126675, Some-college,10, Divorced, Other-service, Unmarried, White, Female,37,0,39, United-States, <=50K
32, Private,202065, Some-college,10, Divorced, Other-service, Other-relative, White, Female,-10,0,33, Cambodia, <=50K
30, Private,169601, 5th-6th,3, Separated, Craft-repair, Not-in-family, White, Male,9,0,31, El-Salvador, <=50K
62, Without-pay,203215, 7th-8th,3, Married-civ-spouse, Transport-moving, Husband, White, Male,35,0,34, Mexico, <=50K
22, Private,114749, Bachelors,13, Never-married, Machine-op-inspct, Wife, Asian-Pac-Islander, Female,-1,0,40, Mexico, <=50K
27, Private,96211, 12th,8, Never-married, Machine-op-inspct, Not-in-family, White, Male,5,0,39, United-States, <=50K
23, State-gov,103531, Bachelors,12, Married-civ-spouse, Adm-clerical, Wife, Asian-Pac-Islander, Female,4,-1,40, Taiwan, <=50K
40, Private,178671, Some-college,9, Married-AF-spouse, Adm-clerical, Own-child, White, Female,21,0,60, United-States, >50K
50, ?,130010, 1st-4th,1, Never-married, ?, Not-in-family, White, Male,9,0,31, United-States, <=50K
37, Private,104707, Bachelors,12, Married-civ-spouse, Sales, Husband, White, Male,8,0,44, United-States, >50K
60, Self-emp-not-inc,237800, Prof-school,15, Married-civ-spouse, Exec-managerial, Husband, Black, Male,-7,0,19, United-States, <=50K
46, Private,259755, Assoc-acdm,12, Married-civ-spouse, Exec-managerial, Husband, White, Male,-6,0,33, United-States, <=50K
42, Private,270308, HS-grad,8, Divorced, Other-service, Not-in-family, Black, Female,15,0,33, United-States, <=50K
32, Private,232961, HS-grad,8, Separated, Sales, Unmarried, White, Female,-8,0,32, United-States, <=50K
38, Self-emp-not-inc,213916, Some-college,9, Divorced, Craft-repair, Not-in-family, White, Male,-4,0,59, United-States, <=50K
41, Self-emp-inc,154615, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,2,2065,49, United-States, >50K
21, Private,188666, 12th,7, Married-civ-spouse, Other-service, Husband, Black, Male,24,0,39, Ecuador, <=50K
36, Private,35189, Assoc-acdm,11, Married-civ-spouse, Machine-op-inspct, Wife, Black, Female,0,0,32, United-States, >50K
20, Private,318961, 12th,8, Never-married, Other-service, Not-in-family, White, Male,27,0,57, United-States, <=50K
21, Private,169577, Some-college,10, Never-married, Craft-repair, Not-in-family, White, Male,45,0,48, United-States, <=50K
24, ?,175548, Some-college,10, Widowed, ?, Unmarried, Black, Female,-1,0,33, United-States, <=50K
32, Private,262115, 11th,7, Never-married, Handlers-cleaners, Not-in-family, Black, Male,-9,-1,39, United-States, <=50K
48, Private,50943, Bachelors,13, Separated, Prof-specialty, Unmarried, White, Female,-12,0,39, United-States, <=50K
44, Private,16742, Some-college,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,-19,0,53, United-States, <=50K
31, Private,146256, Some-college,9, Married-AF-spouse, Sales, Husband, White, Male,30,0,40, United-States, <=50K
18, ?,172709, 11th,7, Never-married, ?, Own-child, White, Male,2,0,40, United-States, <=50K
43, Private,118388, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,63, United-States, <=50K
61, Federal-gov,198653, HS-grad,8, Married-civ-spouse, Exec-managerial, Husband, Black, Male,1,-1,39, United-States, >50K
28, Private,120303, Bachelors,13, Never-married, Exec-managerial, Own-child, Asian-Pac-Islander, Female,19,0,39, Taiwan, <=50K
48, Federal-gov,125981, Prof-school,4, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,39, United-States, <=50K
39, Private,116801, HS-grad,8, Divorced, Adm-clerical, Unmarried, White, Female,28,0,40, Guatemala, <=50K
38, Private,363418, Assoc-voc,10, Married-civ-spouse, Sales, Husband, White, Male,5,0,44, United-States, <=50K
62, Private,137363, Some-college,10, Never-married, Sales, Not-in-family, White, Male,-5,0,29, United-States, <=50K
61, Local-gov,167528, Prof-school,15, Married-civ-spouse, Prof-specialty, Husband, Black, Male,1,0,39, United-States, <=50K
38, Self-emp-not-inc,247975, Some-college,9, Married-AF-spouse, Other-service, Other-relative, White, Female,3306,0,63, United-States, <=50K
34, Private,164915, Masters,13, Divorced, Sales, Unmarried, White, Female,9,0,44, England, >50K
66, Self-emp-not-inc,82060, 5th-6th,3, Married-civ-spouse, Farming-fishing, Husband, White, Male,21,0,33, United-States, <=50K
28, ?,41395, Some-college,10, Never-married, ?, Unmarried, White, Female,3524,0,7, United-States, <=50K
65, Private,169789, HS-grad,8, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,38,0,50, Dominican-Republic, <=50K
45, Private,98138, Bachelors,12, Married-civ-spouse, Sales, Husband, White, Male,36,0,30, United-States, >50K
48, Self-emp-not-inc,162451, HS-grad,8, Married-civ-spouse, Transport-moving, Other-relative, Other, Male,38,-1,39, Columbia, <=50K
40, Private,336577, Masters,14, Never-married, Prof-specialty, Not-in-family, White, Female,15004,0,39, England, <=50K
33, Private,149844, Bachelors,12, Never-married, Prof-specialty, Not-in-family, Asian-Pac-Islander, Male,28,-1,40, China, <=50K
30, Private,253189, 7th-8th,4, Married-civ-spouse, Machine-op-inspct, Husband, Amer-Indian-Eskimo, Male,17,0,39, United-States, <=50K
42, Federal-gov,103020, Bachelors,13, Never-married, Prof-specialty, Not-in-family, White, Male,9,0,33, United-States, <=50K
39, Private,124586, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,39,0,32, United-States, >50K
32, Private,79085, Bachelors,12, Never-married, Prof-specialty, Own-child, Asian-Pac-Islander, Female,12,0,14, Philippines, <=50K
23, Private,232996, Masters,13, Divorced, Sales, Not-in-family, Black, Male,28,0,39, England, >50K
26, Private,196261, 11th,6, Never-married, Handlers-cleaners, Not-in-family, White, Male,23,0,39, United-States, <=50K
52, Private,240265, HS-grad,8, Never-married, Craft-repair, Not-in-family, White, Male,8260,0,58, United-States, >50K
39, Private,313263, 1st-4th,3, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,-2,0,39, France, <=50K
20, State-gov,213258, 10th,6, Never-married, Prof-specialty, Unmarried, Other, Male,22,0,19, United-States, <=50K
57, Private,223636, Assoc-voc,10, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male,25,0,39, United-States, <=50K
48, Local-gov,178742, Masters,15, Married-civ-spouse, Tech-support, Husband, White, Female,2,0,34, United-States, >50K
41, Private,308333, HS-grad,9, Never-married, Handlers-cleaners, Not-in-family, White, Male,8218,0,50, United-States, >50K
26, State-gov,316202, HS-grad,8, Never-married, Priv-house-serv, Own-child, Amer-Indian-Eskimo, Female,-18,0,39, United-States, <=50K
59, Self-emp-not-inc,151667, 7th-8th,15, Married-civ-spouse, Farming-fishing, Husband, Black, Male,15,0,39, Mexico, <=50K
42, Private,201353, Bachelors,12, Married-spouse-absent, Priv-house-serv, Unmarried, White, Female,0,0,32, United-States, <=50K
69, Self-emp-not-inc,242241, HS-grad,8, Married-civ-spouse, Craft-repair, Husband, White, Male,16,0,39, United-States, <=50K
45, Self-emp-inc,94961, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,6,0,49, United-States, >50K
20, Private,288675, Bachelors,13, Never-married, Exec-managerial, Not-in-family, White, Male,11,-1,40, United-States, <=50K
63, Private,127314, HS-grad,8, Separated, Priv-house-serv, Not-in-family, White, Female,14,0,33, United-States, <=50K
43, Local-gov,50126, Masters,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,12,0,55, United-States, >50K
25, Private,28220, Bachelors,13, Married-spouse-absent, Adm-clerical, Unmarried, White, Female,11,0,39, United-States, <=50K
52, Private,9560, 9th,15, Married-civ-spouse, Transport-moving, Husband, Amer-Indian-Eskimo, Male,-19,0,40, United-States, <=50K
60, Self-emp-not-inc,282576, 7th-8th,3, Married-civ-spouse, Farming-fishing, Husband, Black, Male,3,0,39, United-States, <=50K
28, ?,25568, Some-college,10, Never-married, ?, Own-child, Black, Female,17,0,39, United-States, <=50K
18, ?,174089, 12th,7, Never-married, ?, Own-child, Black, Male,19,-1,39, United-States, <=50K
59, Self-emp-inc,159036, Some-college,10, Widowed, Exec-managerial, Unmarried, White, Female,16,0,45, United-States, <=50K
48, Private,236748, 1st-4th,2, Married-civ-spouse, Craft-repair, Husband, Black, Male,-14,0,39, France, <=50K
42, Federal-gov,93061, Bachelors,12, Divorced, Adm-clerical, Unmarried, White, Female,-18,0,39, United-States, <=50K
35, Private,167809, Some-college,9, Married-AF-spouse, Sales, Unmarried, White, Female,-11,0,20, United-States, >50K
32, Private,177636, Some-college,10, Married-civ-spouse, Sales, Wife, White, Female,18,0,39, United-States, >50K
27, Private,177324, HS-grad,8, Never-married, Handlers-cleaners, Not-in-family, White, Male,10,0,39, United-States, <=50K
35, Private,125293, HS-grad,8, Divorced, Machine-op-inspct, Not-in-family, White, Female,16,0,44, United-States, <=50K
29, Private,60952, Bachelors,12, Never-married, Adm-clerical, Not-in-family, Asian-Pac-Islander, Male,18,0,40, China, <=50K
56, ?,183950, 1st-4th,1, Married-spouse-absent, ?, Not-in-family, White, Male,29,-1,19, United-States, <=50K
41, Private,127034, Masters,5, Married-civ-spouse, Exec-managerial, Husband, Black, Male,-4,0,39, United-States, <=50K
22, Federal-gov,279316, Bachelors,12, Never-married, Exec-managerial, Not-in-family, White, Male,-2,0,59, United-States, <=50K
47, Self-emp-inc,133600, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,22,0,44, United-States, >50K
28, Private,303350, Bachelors,13, Never-married, Adm-clerical, Unmarried, White, Female,10,0,39, United-States, <=50K
40, State-gov,313092, Bachelors,12, Divorced, Transport-moving, Not-in-family, White, Male,-12,0,44, United-States, <=50K
45, Private,153540, 11th,7, Separated, Armed-Forces, Not-in-family, White, Male,18,-1,9, United-States, <=50K
56, Private,176885, Bachelors,13, Married-civ-spouse, Transport-moving, Husband, White, Male,16,0,49, United-States, >50K
58, Private,148202, 7th-8th,9, Divorced, Other-service, Unmarried, White, Female,-1,0,31, United-States, <=50K
32, Private,94907, Bachelors,12, Married-civ-spouse, Transport-moving, Husband, White, Male,23,0,49, United-States, >50K
42, Private,99256, Bachelors,12, Married-civ-spouse, Prof-specialty, Husband, White, Male,29,0,44, United-States, >50K
26, Private,355031, HS-grad,9, Married-civ-spouse, Adm-clerical, Wife, White, Female,23,0,33, United-States, <=50K
27, Private,230907, Assoc-voc,10, Never-married, Prof-specialty, Not-in-family, White, Female,27,0,52, United-States, <=50K
50, Local-gov,219967, Prof-school,8, Married-civ-spouse, Prof-specialty, Husband, White, Male,-15,0,35, United-States, >50K
56, Private,339903, HS-grad,8, Married-civ-spouse, Adm-clerical, Wife, White, Female,5,1,32, United-States, <=50K
21, Private,239557, 11th,6, Never-married, Armed-Forces, Own-child, White, Male,33,0,39, United-States, <=50K
28, Private,189767, HS-grad,9, Widowed, Adm-clerical, Not-in-family, White, Female,27,0,39, United-States, <=50K
40, Private,96642, HS-grad,9, Divorced, Transport-moving, Not-in-family, Black, Male,8093,0,39, United-States, >50K
32, Private,69092, Bachelors,13, Married-civ-spouse, Sales, Wife, Asian-Pac-Islander, Female,38,0,63, ?, >50K
29, Federal-gov,271416, Bachelors,13, Never-married, Exec-managerial, Not-in-family, White, Male,-10,1852,47, United-States, <=50K
36, Private,166133, Assoc-acdm,11, Married-civ-spouse, Sales, Husband, White, Male,-3,0,57, United-States, <=50K
28, ?,209646, Some-college,10, Never-married, ?, Not-in-family, White, Female,9,-1,31, United-States, <=50K
40, Private,102623, Some-college,10, Married-civ-spouse, Sales, Wife, White, Female,44,0,39, United-States, >50K
52, Local-gov,191311, Prof-school,15, Married-civ-spouse, Exec-managerial, Husband, Black, Male,9,0,39, United-States, <=50K
62, Private,152110, HS-grad,8, Widowed, Transport-moving, Not-in-family, White, Male,46,0,44, United-States, >50K
19, ?,222110, 1st-4th,1, Never-married, ?, Not-in-family, White, Male,31,0,39, Mexico, <=50K
37, Private,49814, Assoc-acdm,12, Married-civ-spouse, Machine-op-inspct, Wife, White, Female,-19,0,39, United-States, <=50K
54, Private,186343, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,9,1889,58, United-States, >50K
45, Self-emp-inc,191020, HS-grad,8, Divorced, Other-service, Unmarried, White, Female,15,0,58, United-States, <=50K
19, Private,232236, HS-grad,8, Never-married, Farming-fishing, Own-child, Other, Female,-14,0,50, ?, <=50K
55, Self-emp-not-inc,195563, 5th-6th,15, Married-civ-spouse, Farming-fishing, Husband, White, Male,14,0,66, United-States, <=50K
36, Private,173969, HS-grad,8, Married-civ-spouse, Farming-fishing, Other-relative, Other, Male,42,0,8, Columbia, <=50K
39, Never-worked,206102, 11th,7, Married-civ-spouse, Sales, Husband, White, Male,2,0,39, Ecuador, <=50K
68, Self-emp-not-inc,28318, Prof-school,15, Married-civ-spouse, Transport-moving, Husband, Amer-Indian-Eskimo, Male,-20,-1,39, United-States, <=50K
20, Private,176058, HS-grad,8, Never-married, Craft-repair, Other-relative, Other, Male,-13,0,9, Columbia, <=50K
39, Private,210779, Bachelors,13, Married-civ-spouse, Protective-serv, Husband, White, Male,28,0,39, United-States, >50K
20, Private,208395, Masters,13, Never-married, Sales, Not-in-family, White, Male,4132,-1,44, Cuba, <=50K
23, Private,270552, HS-grad,9, Never-married, Other-service, Unmarried, Black, Female,-2,0,40, United-States, <=50K
30, Private,33891, HS-grad,9, Never-married, Adm-clerical, Own-child, White, Male,23,0,40, United-States, <=50K
44, Private,140333, Assoc-acdm,12, Divorced, Adm-clerical, Own-child, White, Female,20,0,44, United-States, <=50K
15, Private,171681, Some-college,10, Never-married, Adm-clerical, Own-child, White, Female,-1,0,20, United-States, <=50K
21, Self-emp-inc,41556, HS-grad,8, Never-married, Craft-repair, Not-in-family, White, Male,3,0,8, United-States, <=50K
32, Private,84772, Some-college,10, Divorced, Sales, Other-relative, Black, Female,50,0,39, ?, <=50K
47, Local-gov,21478, Masters,14, Married-civ-spouse, Adm-clerical, Husband, Black, Male,32,-1,39, United-States, <=50K
42, Private,112030, Some-college,9, Married-AF-spouse, Adm-clerical, Own-child, White, Female,5,-1,52, Poland, >50K
31, Private,233111, HS-grad,8, Never-married, Craft-repair, Not-in-family, White, Male,28,0,45, United-States, >50K
36, Federal-gov,179680, HS-grad,9, Married-civ-spouse, Adm-clerical, Husband, White, Male,60,0,39, United-States, >50K
32, Local-gov,181161, Prof-school,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,-6,0,19, United-States, <=50K
20, Private,153193, Bachelors,12, Never-married, Prof-specialty, Not-in-family, Asian-Pac-Islander, Male,3,0,39, China, <=50K
33, Private,139278, Masters,14, Married-civ-spouse, Exec-managerial, Husband, Black, Male,3890,0,50, United-States, <=50K
33, Private,319795, HS-grad,8, Divorced, Craft-repair, Not-in-family, White, Male,32,0,40, United-States, <=50K
60, ?,127429, Some-college,10, Never-married, ?, Own-child, White, Female,12,0,24, United-States, <=50K
32, Private,130467, HS-grad,8, Married-civ-spouse, Machine-op-inspct, Other-relative, Other, Male,12,0,39, Columbia, <=50K
27, Federal-gov,23787, Bachelors,13, Married-spouse-absent, Tech-support, Unmarried, Black, Female,14,0,39, United-States, <=50K
33, Private,209834, 5th-6th,2, Married-civ-spouse, Craft-repair, Husband, White, Male,16,0,44, France, <=50K
46, Local-gov,158218, 7th-8th,14, Married-civ-spouse, Exec-managerial, Husband, White, Male,20,0,46, United-States, <=50K
55, Private,156940, Some-college,10, Married-AF-spouse, Other-service, Own-child, White, Female,3686,0,39, United-States, >50K
29, Private,269446, Some-college,10, Divorced, Prof-specialty, Unmarried, Black, Female,36,0,39, Cambodia, <=50K
34, Private,260273, Assoc-acdm,11, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
27, Private,254991, Masters,14, Never-married, Prof-specialty, Not-in-family, White, Male,28,-1,32, Cuba, >50K
79, Private,156681, HS-grad,8, Married-civ-spouse, Craft-repair, Other-relative, Other, Male,14,0,6, Columbia, <=50K
19, Private,287906, 11th,6, Never-married, Machine-op-inspct, Own-child, White, Male,16,0,39, United-States, <=50K
20, Private,159808, 7th-8th,4, Never-married, Prof-specialty, Not-in-family, White, Female,20,-1,24, United-States, <=50K
31, Private,250781, HS-grad,9, Never-married, Handlers-cleaners, Not-in-family, White, Male,64,0,44, United-States, >50K
52, Private,76124, Some-college,10, Married-civ-spouse, Protective-serv, Husband, White, Male,17,0,40, United-States, <=50K
24, Private,113977, 11th,7, Never-married, Adm-clerical, Own-child, White, Male,0,0,24, United-States, <=50K
27, Private,109840, Bachelors,12, Never-married, Sales, Wife, Asian-Pac-Islander, Female,2,0,40, Philippines, <=50K
34, Federal-gov,240905, Bachelors,13, Divorced, Exec-managerial, Not-in-family, White, Male,-9,1,40, United-States, <=50K
33, ?,167112, Some-college,9, Separated, ?, Unmarried, White, Female,18,0,39, United-States, <=50K
36, Private,181390, Some-college,9, Married-AF-spouse, Sales, Own-child, White, Female,2,0,57, Poland, <=50K
24, Private,354864, Some-college,10, Married-AF-spouse, Farming-fishing, Other-relative, White, Male,7,0,32, United-States, <=50K
33, Private,185522, HS-grad,8, Divorced, Handlers-cleaners, Not-in-family, White, Male,15,0,47, United-States, <=50K
75, Private,213554, Assoc-voc,10, Married-civ-spouse, Prof-specialty, Husband, White, Male,3570,0,43, United-States, <=50K
21, Private,233268, HS-grad,8, Never-married, Adm-clerical, Not-in-family, White, Male,3,0,39, United-States, <=50K
56, Private,168570, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,20,1805,31, United-States, >50K
65, Private,192603, 5th-6th,2, Separated, Other-service, Not-in-family, White, Male,7,0,28, Mexico, <=50K
50, Private,244236, Masters,14, Married-civ-spouse, Exec-managerial, Husband, White, Male,-20,0,56, United-States, <=50K
28, Private,333567, HS-grad,9, Separated, Machine-op-inspct, Unmarried, White, Female,-1,0,40, United-States, <=50K
41, State-gov,101266, HS-grad,9, Divorced, Adm-clerical, Not-in-family, White, Female,14,0,39, Hong, <=50K
20, Self-emp-inc,220395, Some-college,9, Married-spouse-absent, Adm-clerical, Unmarried, White, Female,-1,0,55, United-States, <=50K
50, Private,200238, Some-college,10, Divorced, Other-service, Unmarried, White, Female,42,0,40, United-States, <=50K
18, ?,167911, 11th,7, Never-married, ?, Own-child, White, Male,-3,0,39, United-States, <=50K
21, Private,233470, Some-college,9, Never-married, Tech-support, Not-in-family, Asian-Pac-Islander, Male,29,0,57, United-States, <=50K
18, Federal-gov,155603, Some-college,10, Never-married, Sales, Own-child, White, Female,-5,0,19, United-States, <=50K
47, Private,128430, HS-grad,8, Never-married, Protective-serv, Not-in-family, White, Male,3,0,39, United-States, <=50K
55, Federal-gov,38481, Bachelors,12, Divorced, Adm-clerical, Unmarried, White, Female,-12,0,39, United-States, <=50K
35, Private,198856, Doctorate,4, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,12,0,49, United-States, <=50K
29, Private,107065, HS-grad,8, Never-married, Machine-op-inspct, Not-in-family, White, Male,4193,0,39, United-States, <=50K
24, Private,210672, HS-grad,8, Never-married, Other-service, Own-child, Black, Female,-7,0,39, United-States, <=50K
23, Private,149940, Some-college,10, Married-civ-spouse, Sales, Wife, White, Female,3,0,54, United-States, >50K
31, ?,114220, Some-college,9, Married-spouse-absent, ?, Unmarried, White, Female,-19,0,10, United-States, <=50K
52, Self-emp-not-inc,184158, 5th-6th,3, Married-civ-spouse, Farming-fishing, Husband, White, Male,7,0,39, United-States, <=50K
28, Private,115508, Bachelors,13, Never-married, Prof-specialty, Not-in-family, White, Female,35,0,62, Canada, >50K
67, Private,113140, HS-grad,8, Never-married, Craft-repair, Not-in-family, White, Male,8015,0,31, United-States, >50K
31, Private,182722, 9th,5, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,-10,-1,39, Mexico, <=50K
24, Private,160919, Bachelors,13, Never-married, Prof-specialty, Not-in-family, White, Male,-4,0,39, Canada, <=50K
29, Private,184999, Some-college,9, Never-married, Sales, Own-child, White, Male,9,0,43, ?, <=50K
