age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income
27, Private,43081, Masters,12, Married-civ-spouse, Prof-specialty, Husband, Black, Male,15,6,39, United-States, <=50K
49, Private,273586, HS-grad,9, Married-civ-spouse, Prof-specialty, Other-relative, White, Male,7319,3,42, United-States, <=50K
19, Private,221784, 9th,10, Married-civ-spouse, Other-service, Unmarried, Amer-Indian-Eskimo, Male,-135,6,18, United-States, >50K
58, Local-gov,205254, Bachelors,3, Never-married, Machine-op-inspct, Other-relative, White, Female,3275,0,50, United-States, <=50K
32, Private,138410, Bachelors,10, Married-civ-spouse, Craft-repair, Husband, Black, Female,-10,1,35, United-States, <=50K
29, Private,251460, Some-college,12, Divorced, Adm-clerical, Own-child, Asian-Pac-Islander, Female,-21,2,40, United-States, <=50K
25, Private,29255, Bachelors,3, Married-spouse-absent, Protective-serv, Husband, White, Male,29,2,40, United-States, <=50K
20, Private,199455, Bachelors,12, Married-civ-spouse, Other-service, Husband, White, Male,3,0,40, United-States, <=50K
31, Self-emp-not-inc,256005, 5th-6th,10, Married-civ-spouse, Machine-op-inspct, Husband, Asian-Pac-Islander, Male,-74,2,40, United-States, <=50K
44, Private,63303, HS-grad,9, Never-married, Machine-op-inspct, Husband, White, Male,-94,2,46, United-States, <=50K
71, Private,222866, 12th,10, Married-civ-spouse, Other-service, Not-in-family, White, Male,8144,3,22, United-States, <=50K
17, State-gov,143119, Some-college,13, Married-civ-spouse, Exec-managerial, Wife, White, Female,56,0,40, England, <=50K
42, Private,75104, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,39,2,36, United-States, <=50K
39, Private,125230, 10th,9, Married-civ-spouse, Exec-managerial, Unmarried, Amer-Indian-Eskimo, Male,41,-1,65, United-States, <=50K
25, Self-emp-not-inc,282881, Some-college,9, Married-civ-spouse, Sales, Unmarried, White, Male,-18,2,35, United-States, <=50K
15, Private,206759, HS-grad,14, Married-civ-spouse, Exec-managerial, Husband, White, Male,-29,1,39, United-States, <=50K
31, Private,142579, Bachelors,8, Never-married, Transport-moving, Husband, White, Male,67,0,40, United-States, <=50K
25, Private,105907, HS-grad,8, Never-married, Sales, Wife, Asian-Pac-Islander, Female,17,2,40, United-States, <=50K
39, Self-emp-inc,56844, Some-college,9, Married-civ-spouse, Prof-specialty, Other-relative, Asian-Pac-Islander, Male,-19,2,31, Guatemala, <=50K
43, Private,248417, HS-grad,10, Married-civ-spouse, Prof-specialty, Husband, White, Female,33,0,39, United-States, <=50K
64, Private,154084, Prof-school,9, Married-civ-spouse, Other-service, Own-child, White, Female,11,0,23, United-States, >50K
40, Private,132470, Assoc-acdm,10, Never-married, Exec-managerial, Husband, White, Male,4,2,40, United-States, >50K
29, Private,49128, Doctorate,9, Separated, Other-service, Own-child, White, Male,61,5,39, United-States, <=50K
45, Private,173733, Some-college,12, Married-civ-spouse, Adm-clerical, Not-in-family, Black, Male,-30,2,57, United-States, <=50K
25, Private,199202, Some-college,9, Never-married, Farming-fishing, Husband, White, Male,-50,5,38, United-States, >50K
30, Private,167848, 11th,10, Widowed, Prof-specialty, Husband, White, Male,78,5,40, United-States, <=50K
44, Private,270148, HS-grad,15, Married-civ-spouse, Craft-repair, Wife, White, Male,-84,0,44, United-States, <=50K
22, Private,74723, Bachelors,9, Divorced, ?, Husband, White, Male,-16,0,40, United-States, <=50K
17, ?,213232, Assoc-acdm,6, Never-married, Other-service, Unmarried, White, Male,14205,4,40, United-States, <=50K
21, Private,210305, Bachelors,8, Married-civ-spouse, Sales, Not-in-family, White, Male,-58,-2,40, United-States, <=50K
46, Self-emp-not-inc,293234, 12th,4, Married-civ-spouse, Handlers-cleaners, Husband, White, Female,10,0,39, Peru, <=50K
27, Self-emp-not-inc,440181, HS-grad,13, Married-civ-spouse, Craft-repair, Own-child, White, Female,4,4,39, United-States, <=50K
46, Private,211696, Some-college,13, Married-civ-spouse, Farming-fishing, Husband, White, Male,2501,-3,43, United-States, >50K
22, Local-gov,155680, Doctorate,10, Never-married, Sales, Husband, White, Female,33,1,40, United-States, <=50K
67, Private,193073, HS-grad,9, Married-civ-spouse, Exec-managerial, Own-child, White, Male,14463,4,30, United-States, >50K
24, Private,245972, 11th,6, Married-civ-spouse, Handlers-cleaners, Unmarried, White, Male,-45,2,40, United-States, >50K
29, Private,418653, HS-grad,10, Never-married, Craft-repair, Husband, White, Male,7363,3,22, United-States, <=50K
26, Private,251171, Bachelors,9, Never-married, Adm-clerical, Not-in-family, White, Male,-2,4,44, United-States, <=50K
35, Local-gov,275929, HS-grad,9, Married-civ-spouse, Other-service, Own-child, White, Female,32,1,39, United-States, <=50K
18, Private,261036, Preschool,10, Never-married, Craft-repair, Not-in-family, White, Male,-75,5,50, United-States, >50K
57, Private,108467, 1st-4th,9, Divorced, Other-service, Husband, White, Female,-5,1602,40, United-States, <=50K
18, Private,99410, HS-grad,13, Never-married, Prof-specialty, Not-in-family, White, Male,7654,-2,39, Yugoslavia, <=50K
38, State-gov,137370, Bachelors,11, Never-married, Prof-specialty, Not-in-family, White, Male,62,0,40, United-States, <=50K
41, Local-gov,66754, Some-college,12, Never-married, Adm-clerical, Husband, Other, Male,-21,1,40, United-States, <=50K
23, Private,215245, Bachelors,6, Never-married, Handlers-cleaners, Not-in-family, Black, Male,754,1,40, United-States, <=50K
17, Private,207005, 9th,4, Married-civ-spouse, Other-service, Unmarried, White, Male,-12,5,36, United-States, <=50K
29, Local-gov,18070, HS-grad,9, Married-AF-spouse, Adm-clerical, Not-in-family, Black, Female,0,0,40, United-States, <=50K
36, Private,38137, Bachelors,14, Never-married, Craft-repair, Own-child, Asian-Pac-Islander, Male,39,6,40, United-States, <=50K
29, Private,392293, 10th,6, Married-AF-spouse, Craft-repair, Other-relative, White, Male,134,0,23, United-States, <=50K
32, Private,349363, Bachelors,12, Never-married, Farming-fishing, Own-child, White, Female,4785,0,60, United-States, >50K
26, Private,132925, Bachelors,9, Separated, ?, Not-in-family, White, Male,-107,3,40, Iran, >50K
45, Self-emp-not-inc,194590, HS-grad,10, Never-married, Other-service, Unmarried, Black, Male,43,6,40, ?, <=50K
43, Private,257820, 7th-8th,10, Never-married, Craft-repair, Husband, White, Male,3,3,39, United-States, <=50K
15, Private,179814, Some-college,5, Divorced, Craft-repair, Not-in-family, White, Male,-82,-2,62, United-States, <=50K
30, State-gov,204966, Some-college,8, Married-civ-spouse, Exec-managerial, Own-child, White, Female,6809,4,40, United-States, >50K
35, Private,42388, 10th,9, Never-married, Protective-serv, Husband, White, Female,21,0,40, United-States, <=50K
24, Private,159011, 7th-8th,7, Never-married, Craft-repair, Husband, White, Male,-36,2,40, United-States, <=50K
35, Private,154297, HS-grad,3, Never-married, Exec-managerial, Not-in-family, White, Male,-5,4,39, United-States, <=50K
55, Private,154956, Bachelors,8, Widowed, Prof-specialty, Husband, White, Male,-69,7,40, United-States, >50K
18, Private,265333, HS-grad,13, Married-civ-spouse, Machine-op-inspct, Not-in-family, White, Male,3,-4,40, United-States, <=50K
38, Local-gov,152344, Doctorate,9, Divorced, Protective-serv, Husband, White, Male,39,-1,40, United-States, >50K
21, Self-emp-inc,198430, Bachelors,8, Separated, Craft-repair, Not-in-family, White, Female,-67,-1,50, United-States, <=50K
16, Private,220581, Bachelors,11, Married-civ-spouse, Craft-repair, Husband, White, Male,-31,5,39, United-States, >50K
33, Private,184000, Bachelors,13, Never-married, Other-service, Not-in-family, Black, Male,6202,1,40, United-States, <=50K
27, Private,280290, Some-college,9, Separated, Armed-Forces, Unmarried, Asian-Pac-Islander, Female,54,-1,24, United-States, <=50K
29, Private,184149, Bachelors,9, Married-civ-spouse, Protective-serv, Husband, Asian-Pac-Islander, Male,-74,2,39, United-States, <=50K
31, Private,143989, Some-college,8, Never-married, Craft-repair, Husband, White, Male,13,4,11, United-States, <=50K
18, Private,190712, Bachelors,9, Married-civ-spouse, Craft-repair, Husband, White, Male,2597,0,49, United-States, <=50K
19, Never-worked,167273, Some-college,8, Divorced, Exec-managerial, Unmarried, White, Male,26,-1,15, United-States, <=50K
61, Private,329079, Bachelors,9, Married-civ-spouse, Handlers-cleaners, Own-child, White, Female,75,3,6, United-States, >50K
20, Self-emp-not-inc,176755, Assoc-voc,9, Married-civ-spouse, Exec-managerial, Not-in-family, Other, Female,-66,1,43, United-States, <=50K
57, Federal-gov,188577, Some-college,8, Never-married, Adm-clerical, Wife, Black, Female,-80,2,14, Cambodia, >50K
55, Never-worked,211087, HS-grad,10, Divorced, Craft-repair, Unmarried, White, Male,-54,6,40, United-States, <=50K
32, Private,46159, Some-college,12, Married-civ-spouse, ?, Unmarried, White, Male,-12,1,46, United-States, <=50K
22, Private,40776, 10th,12, Married-civ-spouse, Handlers-cleaners, Not-in-family, White, Male,-101,1,40, United-States, <=50K
35, Local-gov,143019, Some-college,8, Married-AF-spouse, Exec-managerial, Husband, White, Male,30,5,40, United-States, >50K
46, State-gov,195700, HS-grad,10, Married-civ-spouse, Farming-fishing, Unmarried, White, Female,42,2,39, Portugal, >50K
31, Private,182283, HS-grad,10, Married-civ-spouse, Adm-clerical, Own-child, White, Male,-17,7,40, United-States, <=50K
28, Private,145022, 9th,8, Married-civ-spouse, Craft-repair, Husband, White, Male,41,4,21, United-States, <=50K
25, Self-emp-not-inc,191540, Bachelors,10, Married-civ-spouse, Machine-op-inspct, Other-relative, Amer-Indian-Eskimo, Male,74,4,50, United-States, <=50K
57, Private,204051, HS-grad,15, Divorced, Other-service, Husband, White, Male,-27,1998,39, United-States, <=50K
58, Self-emp-not-inc,489086, Bachelors,12, Divorced, Protective-serv, Not-in-family, White, Male,9,0,40, United-States, <=50K
27, Self-emp-not-inc,146715, Some-college,10, Never-married, Craft-repair, Not-in-family, White, Male,-28,6,39, Vietnam, <=50K
25, Private,250648, Some-college,10, Married-civ-spouse, ?, Husband, Amer-Indian-Eskimo, Male,5,-2,40, United-States, >50K
32, Private,163972, Bachelors,14, Divorced, ?, Not-in-family, White, Male,-94,2128,49, Hungary, <=50K
28, Federal-gov,347808, Some-college,13, Married-civ-spouse, Other-service, Husband, White, Male,-20,-1,19, United-States, >50K
34, Private,180045, Some-college,8, Widowed, Craft-repair, Husband, Black, Male,68,4,39, Holand-Netherlands, <=50K
32, Private,109718, HS-grad,9, Married-civ-spouse, Other-service, Other-relative, Black, Female,-96,-1,47, United-States, >50K
27, ?,263284, Preschool,13, Married-civ-spouse, Priv-house-serv, Husband, White, Male,-42,5,39, United-States, >50K
26, Self-emp-not-inc,142809, HS-grad,9, Widowed, Machine-op-inspct, Husband, Amer-Indian-Eskimo, Male,-37,1,40, United-States, <=50K
21, Private,46891, HS-grad,7, Married-civ-spouse, ?, Husband, White, Female,45,5,35, United-States, >50K
39, Private,652333, Some-college,13, Never-married, Transport-moving, Not-in-family, Asian-Pac-Islander, Male,21,1,31, United-States, <=50K
41, Self-emp-inc,263170, HS-grad,12, Never-married, ?, Own-child, White, Male,7743,7,50, Thailand, >50K
35, Private,51044, HS-grad,12, Married-spouse-absent, Exec-managerial, Husband, Black, Female,5621,0,40, United-States, <=50K
53, ?,106190, Masters,14, Separated, Sales, Husband, White, Female,-90,0,30, South, <=50K
41, State-gov,120728, Some-college,9, Never-married, Prof-specialty, Not-in-family, White, Female,0,-1,39, United-States, <=50K
48, Self-emp-not-inc,162754, Bachelors,14, Married-civ-spouse, Protective-serv, Husband, White, Male,53,7,39, United-States, <=50K
24, Private,72467, 7th-8th,2, Separated, Tech-support, Own-child, Amer-Indian-Eskimo, Male,-70,3,44, United-States, <=50K
22, Private,144579, Bachelors,6, Married-civ-spouse, Adm-clerical, Own-child, White, Male,-49,-2,45, United-States, <=50K
40, Self-emp-not-inc,152292, Prof-school,9, Divorced, Prof-specialty, Not-in-family, White, Male,-77,3,31, United-States, >50K
56, Private,213459, HS-grad,6, Never-married, Priv-house-serv, Husband, White, Male,16,3,29, United-States, <=50K
28, Private,66184, 7th-8th,14, Married-civ-spouse, Tech-support, Husband, White, Female,1713,2119,50, United-States, <=50K
38, ?,126372, Some-college,15, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,15901,3,39, United-States, <=50K
31, State-gov,112256, Bachelors,8, Never-married, Craft-repair, Husband, White, Female,18,1,39, United-States, <=50K
63, Federal-gov,135493, 5th-6th,14, Married-civ-spouse, Craft-repair, Husband, White, Female,-74,0,37, United-States, >50K
14, Private,127966, 9th,5, Married-civ-spouse, Adm-clerical, Own-child, White, Male,-89,2,40, United-States, <=50K
29, Private,433962, Some-college,13, Divorced, ?, Husband, White, Male,-48,0,40, United-States, <=50K
26, ?,340619, Bachelors,8, Never-married, Machine-op-inspct, Husband, White, Female,-10,0,40, United-States, <=50K
28, Private,113239, Some-college,13, Married-civ-spouse, Craft-repair, Unmarried, White, Female,18,0,39, United-States, <=50K
45, Self-emp-not-inc,206745, Bachelors,9, Divorced, Prof-specialty, Unmarried, White, Male,-23,7,35, United-States, <=50K
23, ?,173655, Masters,9, Married-AF-spouse, Prof-specialty, Not-in-family, White, Female,-9,5,38, United-States, <=50K
34, Private,203582, 7th-8th,8, Married-civ-spouse, Other-service, Not-in-family, White, Female,8,0,44, United-States, <=50K
49, Private,164483, Assoc-voc,9, Never-married, Sales, Husband, White, Female,383,0,49, United-States, <=50K
16, Self-emp-not-inc,120303, Some-college,9, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,39,-3,40, United-States, <=50K
63, Federal-gov,225051, 7th-8th,12, Married-spouse-absent, Other-service, Husband, White, Male,4125,0,40, United-States, <=50K
18, Private,130925, Some-college,9, Married-civ-spouse, Adm-clerical, Not-in-family, White, Male,-83,2265,40, Honduras, <=50K
26, Private,246415, HS-grad,9, Married-civ-spouse, Craft-repair, Unmarried, White, Male,58,1,40, Trinadad&Tobago, <=50K
42, Private,124771, 9th,11, Separated, Craft-repair, Own-child, Black, Male,-15,6,40, United-States, >50K
29, Private,123596, Some-college,9, Never-married, Craft-repair, Husband, White, Male,-36,0,40, United-States, <=50K
42, Private,335575, Masters,12, Never-married, Prof-specialty, Not-in-family, Black, Female,3144,5,40, United-States, <=50K
35, Private,146804, HS-grad,10, Married-civ-spouse, Craft-repair, Unmarried, White, Female,34,2,50, United-States, <=50K
28, Private,135977, 9th,4, Never-married, ?, Not-in-family, White, Male,-88,-3,40, United-States, <=50K
28, ?,126451, Bachelors,15, Separated, Sales, Other-relative, White, Male,91,0,40, United-States, <=50K
35, Self-emp-not-inc,192861, HS-grad,9, Divorced, Craft-repair, Not-in-family, White, Male,67,6,32, United-States, <=50K
28, Private,196987, HS-grad,9, Never-married, Armed-Forces, Husband, Asian-Pac-Islander, Male,-4,-2,40, United-States, <=50K
63, Private,147899, 5th-6th,9, Separated, Other-service, Unmarried, White, Male,-55,0,40, Japan, <=50K
51, Federal-gov,122970, Some-college,5, Divorced, Sales, Not-in-family, White, Male,1225,3,40, United-States, <=50K
41, ?,53288, Masters,10, Married-civ-spouse, Farming-fishing, Husband, Black, Female,7800,5,12, United-States, <=50K
23, Private,113070, HS-grad,8, Married-civ-spouse, Transport-moving, Unmarried, White, Male,-113,0,40, United-States, <=50K
30, Self-emp-not-inc,247305, Some-college,10, Divorced, Sales, Not-in-family, White, Male,-13,-1,39, United-States, <=50K
58, Local-gov,117879, 12th,2, Never-married, Protective-serv, Not-in-family, White, Male,39,-1,49, United-States, <=50K
23, Private,211471, 1st-4th,11, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,70,3,40, United-States, <=50K
45, Private,203955, Some-college,9, Married-civ-spouse, Tech-support, Other-relative, Black, Male,48,0,39, United-States, <=50K
32, Private,133766, Doctorate,9, Married-civ-spouse, Adm-clerical, Husband, White, Male,-95,-2,39, United-States, >50K
44, Federal-gov,237279, Some-college,4, Never-married, ?, Wife, Black, Male,44,2,58, United-States, <=50K
36, State-gov,263127, Assoc-acdm,8, Married-civ-spouse, ?, Own-child, White, Male,-74,2,40, United-States, <=50K
39, Self-emp-inc,233675, HS-grad,9, Separated, Machine-op-inspct, Own-child, White, Male,1326,1,51, United-States, <=50K
40, Private,338982, HS-grad,8, Divorced, Machine-op-inspct, Not-in-family, Amer-Indian-Eskimo, Female,75,0,40, United-States, <=50K
44, Private,144256, Doctorate,13, Married-civ-spouse, Prof-specialty, Wife, Amer-Indian-Eskimo, Male,2829,1,45, Yugoslavia, <=50K
29, Private,102041, 10th,12, Never-married, Exec-managerial, Husband, White, Female,6882,3,40, United-States, <=50K
33, Private,181617, Masters,8, Married-civ-spouse, Exec-managerial, Unmarried, White, Male,15171,1,85, United-States, <=50K
39, Private,326385, Bachelors,12, Divorced, Adm-clerical, Own-child, Asian-Pac-Islander, Male,-1,1,39, United-States, <=50K
41, Private,220573, HS-grad,9, Married-civ-spouse, Craft-repair, Not-in-family, White, Female,118,5,60, United-States, >50K
42, Private,154165, Some-college,12, Married-civ-spouse, Exec-managerial, Own-child, White, Male,-14,3187,37, United-States, <=50K
36, Local-gov,411958, HS-grad,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,95,2279,40, United-States, >50K
41, Private,324374, Masters,4, Separated, Transport-moving, Unmarried, Asian-Pac-Islander, Female,9,2,113, United-States, >50K
35, ?,182461, Masters,8, Married-civ-spouse, Prof-specialty, Husband, Black, Male,-14,5,62, United-States, <=50K
25, Private,182849, Assoc-voc,4, Married-civ-spouse, Transport-moving, Husband, White, Male,-68,1,62, Laos, >50K
36, Private,278990, Some-college,9, Never-married, Machine-op-inspct, Own-child, White, Male,-105,1,34, United-States, <=50K
35, Private,88510, Some-college,13, Divorced, Adm-clerical, Husband, White, Male,39,1,40, United-States, <=50K
32, ?,441026, HS-grad,4, Married-civ-spouse, Adm-clerical, Not-in-family, White, Female,21,2,40, Peru, <=50K
24, Private,269891, Assoc-voc,8, Never-married, Protective-serv, Husband, Amer-Indian-Eskimo, Female,-23,0,46, United-States, <=50K
33, Private,215456, Assoc-voc,12, Divorced, Sales, Husband, White, Male,42,5,49, United-States, <=50K
29, ?,107241, HS-grad,8, Married-civ-spouse, Other-service, Wife, White, Female,-65,1680,44, United-States, >50K
18, Private,212360, HS-grad,13, Widowed, Machine-op-inspct, Unmarried, Black, Male,52,4,34, United-States, <=50K
67, Federal-gov,53768, Masters,12, Divorced, Farming-fishing, Own-child, Other, Male,-67,3,45, United-States, >50K
24, Private,359641, 12th,3, Married-civ-spouse, Craft-repair, Wife, Asian-Pac-Islander, Female,4975,0,40, United-States, >50K
34, Private,313265, 7th-8th,12, Never-married, Exec-managerial, Husband, White, Female,-5,5,49, Honduras, <=50K
31, Private,219123, Bachelors,9, Married-civ-spouse, Transport-moving, Husband, White, Male,-9,0,40, United-States, <=50K
31, Private,219374, HS-grad,4, Married-civ-spouse, Farming-fishing, Own-child, White, Female,-38,1,40, United-States, <=50K
78, Private,239806, Prof-school,10, Widowed, Prof-specialty, Husband, Black, Female,15,0,44, United-States, >50K
20, State-gov,152750, 1st-4th,9, Married-civ-spouse, Tech-support, Husband, White, Male,3117,0,50, United-States, <=50K
40, Local-gov,234279, Bachelors,12, Married-civ-spouse, Exec-managerial, Husband, White, Female,-72,4,39, United-States, <=50K
55, State-gov,142590, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,70,3,39, Peru, >50K
35, Private,171995, Some-college,9, Married-civ-spouse, Sales, Husband, White, Female,-60,2,31, United-States, <=50K
36, Private,138542, Bachelors,13, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,-77,2,29, El-Salvador, <=50K
20, ?,324498, Some-college,3, Never-married, Adm-clerical, Not-in-family, Black, Male,39,0,31, Honduras, <=50K
30, Private,181919, HS-grad,15, Married-civ-spouse, Protective-serv, Husband, Asian-Pac-Islander, Male,96,6,40, Cuba, <=50K
37, Self-emp-not-inc,114708, HS-grad,9, Married-civ-spouse, Transport-moving, Unmarried, White, Male,-75,3,40, United-States, <=50K
26, Self-emp-inc,325139, 1st-4th,6, Separated, Sales, Unmarried, Asian-Pac-Islander, Male,-89,0,36, United-States, <=50K
49, Private,191427, HS-grad,9, Never-married, ?, Husband, White, Male,-40,6,44, United-States, <=50K
45, Private,181283, Assoc-acdm,3, Married-civ-spouse, Sales, Not-in-family, White, Female,38,2121,40, United-States, >50K
27, Private,290112, HS-grad,8, Married-civ-spouse, Sales, Other-relative, White, Male,32,2,8, United-States, <=50K
45, Private,151787, HS-grad,9, Married-civ-spouse, Other-service, Not-in-family, White, Male,-21,1,39, United-States, >50K
48, Private,210821, 1st-4th,12, Never-married, Prof-specialty, Husband, Black, Male,-26,0,46, United-States, >50K
37, Federal-gov,185510, Some-college,12, Married-civ-spouse, ?, Own-child, Other, Male,-32,2,15, United-States, <=50K
23, Self-emp-not-inc,194071, HS-grad,12, Divorced, Adm-clerical, Husband, Black, Male,32,-4,40, United-States, <=50K
31, Self-emp-not-inc,292818, Bachelors,9, Never-married, Sales, Husband, White, Male,6087,3,30, United-States, <=50K
20, Private,48340, Some-college,12, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,-4,-2,39, United-States, <=50K
23, Private,164073, Assoc-voc,12, Married-civ-spouse, Craft-repair, Husband, White, Male,-66,0,69, United-States, <=50K
34, Private,561259, HS-grad,12, Divorced, ?, Wife, White, Male,74,1,-2, United-States, >50K
44, Private,152474, 10th,12, Never-married, Exec-managerial, Not-in-family, White, Female,-3,4,40, United-States, <=50K
50, Private,198966, Some-college,9, Never-married, Other-service, Husband, White, Female,62,2,24, Greece, >50K
37, Private,300005, 11th,5, Married-AF-spouse, Adm-clerical, Unmarried, Black, Male,31,1,40, United-States, <=50K
39, Local-gov,228566, Some-college,9, Never-married, Craft-repair, Wife, Other, Male,63,2,40, United-States, <=50K
30, ?,179108, Bachelors,9, Married-AF-spouse, Machine-op-inspct, Husband, White, Female,2461,0,62, United-States, >50K
28, Self-emp-inc,104472, HS-grad,9, Divorced, ?, Other-relative, White, Male,-11,0,40, United-States, <=50K
48, Private,375375, Assoc-voc,0, Widowed, Exec-managerial, Wife, White, Male,-11,2,40, United-States, >50K
30, Private,33939, 9th,8, Never-married, Craft-repair, Not-in-family, White, Male,-43,-1,30, United-States, <=50K
30, Private,74264, Bachelors,5, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,28,2,50, United-States, >50K
30, Private,145087, 11th,8, Never-married, Sales, Wife, Other, Male,8210,5,62, United-States, >50K
41, Private,107950, HS-grad,8, Married-civ-spouse, Farming-fishing, Unmarried, White, Female,-65,0,40, United-States, <=50K
36, Private,137293, Bachelors,11, Widowed, Machine-op-inspct, Husband, White, Female,22,2971,50, United-States, <=50K
28, Private,220534, Assoc-acdm,9, Divorced, Machine-op-inspct, Husband, White, Female,-2,3,31, United-States, <=50K
28, Local-gov,163511, Some-college,12, Divorced, Machine-op-inspct, Not-in-family, White, Male,-47,5,40, United-States, <=50K
26, ?,470539, HS-grad,10, Divorced, Protective-serv, Unmarried, White, Male,-85,3,49, United-States, <=50K
34, Private,411533, 5th-6th,10, Never-married, Other-service, Not-in-family, White, Male,64,1,40, United-States, <=50K
70, Private,176310, Some-college,15, Married-civ-spouse, ?, Not-in-family, White, Male,76,2,40, United-States, <=50K
46, Private,391965, 9th,7, Married-spouse-absent, Protective-serv, Unmarried, Amer-Indian-Eskimo, Male,6,2,29, United-States, <=50K
18, Private,316820, 7th-8th,9, Never-married, Other-service, Husband, White, Female,-92,4,40, United-States, <=50K
45, Self-emp-not-inc,43651, Doctorate,13, Divorced, Machine-op-inspct, Not-in-family, White, Male,-8,2,49, United-States, <=50K
43, Private,92150, Bachelors,8, Separated, ?, Other-relative, White, Female,1118,4,39, United-States, <=50K
31, Private,131827, HS-grad,13, Never-married, Other-service, Not-in-family, Black, Male,86,6,40, United-States, <=50K
35, Private,104541, HS-grad,12, Widowed, Machine-op-inspct, Not-in-family, White, Male,7986,5,19, Germany, <=50K
35, Private,53744, HS-grad,7, Married-civ-spouse, Tech-support, Not-in-family, Black, Male,89,3,35, United-States, <=50K
42, ?,96498, Masters,13, Married-civ-spouse, Craft-repair, Unmarried, White, Male,-80,2,40, United-States, <=50K
19, Private,27995, Some-college,5, Divorced, ?, Not-in-family, White, Female,-11,2012,39, Puerto-Rico, <=50K
42, Private,197883, HS-grad,8, Married-civ-spouse, Machine-op-inspct, Other-relative, White, Female,-55,2,27, United-States, <=50K
43, Private,326784, Some-college,9, Married-civ-spouse, ?, Not-in-family, White, Female,1348,2,46, Italy, <=50K
39, Private,96920, Some-college,12, Never-married, Sales, Own-child, White, Male,63,4,40, Canada, <=50K
44, Self-emp-inc,565818, HS-grad,5, Never-married, Sales, Husband, White, Male,-4,3,40, United-States, <=50K
18, ?,322706, Bachelors,8, Married-civ-spouse, Sales, Not-in-family, White, Female,-33,0,30, United-States, <=50K
17, Private,111747, HS-grad,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,-2,4,40, United-States, <=50K
23, ?,121100, Some-college,8, Married-civ-spouse, Exec-managerial, Not-in-family, White, Female,76,0,29, United-States, <=50K
36, Private,406014, HS-grad,12, Divorced, Sales, Husband, White, Female,-48,4,39, United-States, <=50K
20, Self-emp-not-inc,234243, Assoc-voc,9, Never-married, Prof-specialty, Husband, Black, Male,17,0,49, United-States, <=50K
66, Private,189191, Masters,12, Divorced, Prof-specialty, Unmarried, Asian-Pac-Islander, Female,-49,-2,43, United-States, <=50K
29, Private,271166, Some-college,9, Never-married, Machine-op-inspct, Unmarried, White, Male,-107,4,39, United-States, <=50K
36, Local-gov,125892, 12th,9, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,-105,1,40, United-States, <=50K
18, Federal-gov,178399, Some-college,11, Married-civ-spouse, Handlers-cleaners, Own-child, White, Male,35,3,40, United-States, >50K
31, Private,300519, Masters,11, Never-married, Craft-repair, Not-in-family, White, Female,32,1,38, United-States, <=50K
29, Private,143538, HS-grad,13, Separated, Adm-clerical, Husband, White, Male,17,0,39, United-States, <=50K
30, Private,178629, HS-grad,10, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,3384,5,39, United-States, <=50K
21, Private,180158, HS-grad,11, Married-civ-spouse, Other-service, Husband, White, Male,-121,6,40, United-States, <=50K
69, Self-emp-not-inc,170869, HS-grad,8, Married-civ-spouse, Craft-repair, Husband, White, Female,-2,3,94, United-States, >50K
62, Private,109592, 10th,9, Widowed, Craft-repair, Not-in-family, White, Male,-65,0,19, Hong, <=50K
19, Private,174149, HS-grad,10, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,-58,1,39, United-States, <=50K
22, Private,298119, HS-grad,8, Married-civ-spouse, Handlers-cleaners, Not-in-family, White, Female,-79,1,51, United-States, <=50K
73, Private,161325, 9th,9, Never-married, ?, Not-in-family, White, Male,-113,1,60, United-States, >50K
18, Private,212190, HS-grad,8, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,-5,4,40, United-States, >50K
44, Local-gov,158365, HS-grad,9, Married-civ-spouse, Tech-support, Unmarried, Other, Female,-16,2,37, United-States, <=50K
54, Private,191864, Some-college,10, Never-married, Exec-managerial, Husband, White, Male,2509,-3,40, United-States, <=50K
33, Private,238371, HS-grad,13, Never-married, Sales, Husband, Amer-Indian-Eskimo, Male,-91,1,39, United-States, >50K
17, Private,229836, HS-grad,10, Never-married, Other-service, Husband, White, Male,20,3,40, United-States, >50K
38, Private,44111, 9th,10, Married-civ-spouse, Prof-specialty, Husband, Other, Male,2187,-3,38, United-States, <=50K
18, Self-emp-not-inc,67849, 9th,9, Married-civ-spouse, Craft-repair, Unmarried, White, Male,-86,0,40, United-States, >50K
57, ?,150992, 5th-6th,8, Married-civ-spouse, Tech-support, Husband, White, Male,89,-1,39, England, <=50K
